headword	raw_string	response	verification	comment	attempts
frequency	frequency n.	"{""headword"":""frequency"",""explanation"":""名詞，意為「頻率」或「頻次」。在 GSAT 中常出現在科學、技術或社會現象的描述中，例如 signal frequency (信號頻率) 或 the frequency of accidents (事故發生頻率)。注意與 frequent (形容詞) 的區別。"",""entries"":[{""sentence"":""The radio operator adjusted the <target>frequency</target> of the signal to ensure the communication was clear and stable during the storm."",""translation"":""無線電操作員調整了信號的頻率，以確保在暴風雨期間通訊清晰且穩定。"",""explanation"":""名詞「頻率」。指波形或信號的振動次數。""},{""sentence"":""Researchers noticed a high <target>frequency</target> <pattern>of</pattern> errors in the students' essays, leading them to organize a writing workshop to help."",""translation"":""研究人員注意到學生作文中的錯誤頻率很高，因此他們組織了一場寫作工作坊來提供幫助。"",""explanation"":""名詞「頻次」。指某事發生的次數之多寡。""},{""sentence"":""Because of the increasing <target>frequency</target> <pattern>of</pattern> natural disasters, many countries are now investing more in early warning systems."",""translation"":""由於自然災害發生的頻率增加，許多國家現在正投入更多資金於預警系統。"",""explanation"":""名詞「頻次」。描述某種現象發生的頻繁程度。""}],""related_forms"":[""frequent"",""frequently""]}"	none		0
freshman	freshman n.	"{""headword"":""freshman"",""explanation"":""名詞，指「一年級新生」。在校園生活情境中非常常見。常用搭配：a college freshman (大學新生), a high school freshman (高中一年級新生)。注意 freshman 是一個集合名詞，複數形式為 freshmen。"",""entries"":[{""sentence"":""As a <target>freshman</target> in college, he felt overwhelmed by the large campus and the difficulty of his first-year university courses."",""translation"":""作為一名大學一年級新生，他對巨大的校園和一年級大學課程的難度感到壓力很大。"",""explanation"":""名詞「一年級新生」。指進入大學或高中後的第一年學生。""},{""sentence"":""The university organizes an orientation week to help every <target>freshman</target> adjust to the new environment and meet new friends."",""translation"":""大學組織了迎新週，以幫助每位一年級新生適應新環境並結識新朋友。"",""explanation"":""名詞「一年級新生」。常用情境為校園適應。""}],""related_forms"":[""freshmen""]}"	none		0
frost	frost n./v.	"{""headword"":""frost"",""explanation"":""名詞「霜」；動詞「結霜」。名詞指水汽在寒冷表面凝結成冰晶。動詞則指表面被覆蓋上霜。常用搭配：heavy frost (濃霜), a layer of frost (一層霜)。"",""entries"":[{""sentence"":""The morning grass was covered in a thin layer of <target>frost</target>, making the garden look like it was made of silver."",""translation"":""早晨的草地覆蓋著一層薄薄的霜，使花園看起來像是用銀子製成的。"",""explanation"":""名詞「霜」。指寒冷天氣下凝結的水汽。""},{""sentence"":""Farmers are worried that a sudden <target>frost</target> <pattern>in</pattern> early spring might kill the young plants and destroy their crops."",""translation"":""農民擔心早春突然的霜凍可能會殺死幼苗並摧毀他們的作物。"",""explanation"":""名詞「霜凍」。指對植物有害的低溫現象。""},{""sentence"":""The cold winter air caused the window panes to <target>frost</target> over, blocking the view of the snowy landscape outside."",""translation"":""寒冷的冬日空氣導致窗玻璃結霜，遮擋了外面雪景的視線。"",""explanation"":""動詞「結霜」。指表面被冰晶覆蓋。""}],""related_forms"":[""frosty"",""frosted""]}"	none		0
frown	frown n./v.	"{""headword"":""frown"",""explanation"":""動詞「皺眉」；名詞「皺眉」。通常表示不滿、困惑或深思。常考搭配：frown at (對...皺眉/表示不滿), a deep frown (深深的皺眉)。"",""entries"":[{""sentence"":""The teacher <target>frowned</target> <pattern>at</pattern> the student who continued to talk loudly while others were trying to concentrate on the exam."",""translation"":""老師對那個在其他人試圖專注於考試時仍大聲交談的學生皺眉。"",""explanation"":""動詞「皺眉」。表示不滿或警告。""},{""sentence"":""She had a <target>frown</target> on her face when she read the disappointing news, showing that she was unhappy with the result."",""translation"":""她閱讀令人失望的消息時臉上帶著皺眉的神情，顯示她對結果並不滿意。"",""explanation"":""名詞「皺眉」。指臉上的表情。""},{""sentence"":""He sat in deep thought, his <target>frown</target> deepening as he tried to solve the complex mathematical problem in the competition."",""translation"":""他陷入深思，當他試圖解決比賽中複雜的數學問題時，他的皺眉程度加深了。"",""explanation"":""名詞「皺眉」。在此處表示專注或困惑。""}],""related_forms"":[""frowning""]}"	none		0
frustrate	frustrate v.	"{""headword"":""frustrate"",""explanation"":""動詞，意為「使挫折」或「使沮喪」。常用於描述在嘗試達成目標時遇到障礙而產生的感覺。常考搭配：feel frustrated (感到沮喪), frustrate someone's efforts (使某人的努力徒勞)。"",""entries"":[{""sentence"":""The language barrier <target>frustrated</target> the foreign exchange student, who struggled to communicate his needs to the local residents."",""translation"":""語言障礙使這位外國交換生感到沮喪，他很難向當地居民表達自己的需求。"",""explanation"":""動詞「使沮喪」。指因無法達成目標而感到心煩。""},{""sentence"":""The team's constant mistakes <target>frustrated</target> their coach, who eventually lost his patience and shouted at them during the practice."",""translation"":""球隊不斷地犯錯讓他們的教練感到沮喪，教練最終失去了耐心並在練習時對他們大聲吼叫。"",""explanation"":""動詞「使沮喪」。指因事情不如預期而感到憤怒或心煩。""},{""sentence"":""Heavy rain and strong winds <target>frustrated</target> the rescue team's <pattern>efforts</pattern> to locate the missing hikers in the mountains."",""translation"":""大雨和強風使救援隊在山中尋找失蹤登山客的努力徒勞。"",""explanation"":""動詞「使徒勞」。指使計畫或努力無法成功。""}],""related_forms"":[""frustrating"",""frustrated"",""frustration""]}"	none		0
frustration	frustration n.	"{""headword"":""frustration"",""explanation"":""名詞，意為「挫折感」或「沮喪」。是 frustrate 的名詞形式。常用搭配：out of frustration (出於挫折感), a sense of frustration (一種挫折感)。"",""entries"":[{""sentence"":""He slammed the door <pattern>out of</pattern> <target>frustration</target> after spending three hours trying to solve a computer glitch that would not disappear."",""translation"":""在花了三小時試圖解決一個揮之不去的電腦故障後，他出於挫折感而猛 slammed 門。"",""explanation"":""名詞「挫折感」。指因無法達成目標而產生的負面情緒。""},{""sentence"":""Many students experience a deep sense of <target>frustration</target> when they cannot grasp a difficult concept despite studying hard for weeks."",""translation"":""許多學生儘管努力學習數週，但仍無法理解一個困難的概念時，會感到深深的挫折感。"",""explanation"":""名詞「挫折感」。常用搭配：a sense of frustration。""},{""sentence"":""The government's failure to address the housing crisis has led to widespread <target>frustration</target> among young people in the city."",""translation"":""政府未能解決住房危機導致城市中的年輕人普遍感到沮喪。"",""explanation"":""名詞「沮喪」。指社會大眾對某事的不滿。""}],""related_forms"":[""frustrate"",""frustrating"",""frustrated""]}"	none		0
fulfill	fulfill(ment) v./(n.)	"{""headword"":""fulfill"",""explanation"":""動詞，意為「實現」、「履行」或「滿足」。常用於描述實現夢想、履行承諾或滿足需求。常考搭配：fulfill a dream (實現夢想), fulfill a requirement (符合要求), fulfill a promise (履行承諾)。"",""entries"":[{""sentence"":""After years of hard work and dedication, she finally <target>fulfilled</target> <pattern>her dream</pattern> of becoming a world-famous surgeon."",""translation"":""經過多年的努力和奉獻，她終於實現了成為世界知名外科醫生的夢想。"",""explanation"":""動詞「實現」。常用搭配：fulfill a dream。""},{""sentence"":""To graduate from the university, students must <target>fulfill</target> all the academic <pattern>requirements</pattern> set by their chosen department."",""translation"":""為了從大學畢業，學生必須滿足所選系所設定的所有學術要求。"",""explanation"":""動詞「滿足」。常用搭配：fulfill requirements。""},{""sentence"":""The company failed to <target>fulfill</target> its <pattern>promise</pattern> to increase wages for its employees, leading to a strike by the workers."",""translation"":""公司未能履行增加員工工資的承諾，導致工人採取罷工。"",""explanation"":""動詞「履行」。常用搭配：fulfill a promise。""}],""related_forms"":[""fulfillment"",""fulfilling""]}"	none		0
fulfillment	functional adj.	"{""headword"":""fulfillment"",""explanation"":""名詞，意為「實現」、「滿足感」或「完成」。指達到目標或滿足某種需求後的心理狀態。常用搭配：a sense of fulfillment (一種滿足感), personal fulfillment (個人成就感)。"",""entries"":[{""sentence"":""Helping others through volunteering at the local hospital gives her a great sense of <target>fulfillment</target> and purpose in life."",""translation"":""透過在當地醫院擔任志工來幫助他人，讓她在生活中獲得了巨大的滿足感和目標感。"",""explanation"":""名詞「滿足感」。指達成某事後的心情。""},{""sentence"":""Many people change their careers to find a job that provides more personal <target>fulfillment</target> than just earning a high salary."",""translation"":""許多人更換職業以尋找一份能提供更多個人成就感而非僅僅是高薪的工作。"",""explanation"":""名詞「成就感」。指心理上的滿足。""},{""sentence"":""The <target>fulfillment</target> of the prophecy predicted that the hero would return to save the kingdom from the dark forces."",""translation"":""預言的實現讓預言中英雄將會回來救王國脫離黑暗勢力。"",""explanation"":""名詞「實現」。指某事（如預言或計畫）的完成。""}],""related_forms"":[""fulfill""]}"	none		0
functional	fundamental adj./n.	"{""headword"":""functional"",""explanation"":""形容詞，意為「功能性的」或「實用的」。常用於描述物品的設計目的在於實用而非美觀。常用搭配：functional design (功能性設計), fully functional (功能完全正常的)。"",""entries"":[{""sentence"":""The new office furniture was <target>functional</target> and simple, focusing on comfort and efficiency rather than fancy decorations."",""translation"":""新的辦公家具功能實用且簡單，注重舒適度與效率而非華麗的裝飾。"",""explanation"":""形容詞「實用的」。強調實用大於美觀。""},{""sentence"":""Although the old laptop was slow, it was still <target>functional</target> enough for basic tasks like typing documents and browsing the web."",""translation"":""雖然舊筆記本電腦速度很慢，但對於打字文件和瀏覽網頁等基本任務來說，它仍然是可用的。"",""explanation"":""形容詞「可用的/功能正常的」。""},{""sentence"":""The architect focused on creating a <target>functional</target> <pattern>layout</pattern> for the library to ensure that students could find books easily."",""translation"":""建築師專注於為圖書館創建一個功能性的佈局，以確保學生能輕鬆找到書。"",""explanation"":""形容詞「功能性的」。常用搭配：functional layout。""}],""related_forms"":[""function"",""functionally""]}"	none		0
fundamental	funeral n.	"{""headword"":""fundamental"",""explanation"":""形容詞「基本的、根本的」；名詞「基本原則/基礎」。作形容詞時，常用於描述某事是核心且不可或缺的。常考搭配：fundamental right (基本權利), fundamental change (根本性的改變), the fundamentals of (...的基本原則)。"",""entries"":[{""sentence"":""Reading and writing are <target>fundamental</target> skills that every child must master before entering primary school."",""translation"":""閱讀和寫作是每個孩子在進入小學之前必須掌握的基本技能。"",""explanation"":""形容詞「基本的」。指核心且必要的。""},{""sentence"":""The discovery of new evidence led to a <target>fundamental</target> <pattern>shift</pattern> in how scientists understand the process of climate change."",""translation"":""新證據的發現導致科學家對氣候變遷過程的理解發生了根本性的轉移。"",""explanation"":""形容詞「根本性的」。指深層且全面的改變。""},{""sentence"":""Before learning advanced calculus, students should first grasp the <target>fundamentals</target> <pattern>of</pattern> algebra to build a strong foundation."",""translation"":""在學習進階微積分之前，學生應該首先掌握代數的基本原則，以建立強大的基礎。"",""explanation"":""名詞「基本原則」。常用片語 the fundamentals of...。""}],""related_forms"":[""fundamentally""]}"	none		0
funeral	funeral	"{""headword"":""funeral"",""explanation"":""名詞，指「葬禮」。常用搭配：attend a funeral (參加葬禮), a funeral service (葬禮儀式)。注意其發音與其在文化情境中的使用。"",""entries"":[{""sentence"":""The entire town gathered at the church to <target>attend</target> the <target>funeral</target> of the beloved local teacher who had served for forty years."",""translation"":""全鎮的人都聚集在教堂參加這位服務了四十年的受人愛戴的當地老師的葬禮。"",""explanation"":""名詞「葬禮」。常用搭配：attend a funeral。""},{""sentence"":""The family chose a private <target>funeral</target> <pattern>service</pattern> to say their final goodbyes in a quiet and intimate atmosphere."",""translation"":""這家人選擇了一場私人葬禮儀式，以便在安靜且親密的氛圍中做最後的告別。"",""explanation"":""名詞「葬禮儀式」。funeral service 指正式的儀式過程。""}],""related_forms"":[""funereal""]}"	none		0
furious	furious adj.	"{""headword"":""furious"",""explanation"":""形容詞「極其憤怒的」。比 angry 程度深得多。常用搭配：be furious with someone (對某人感到憤怒), be furious at something (對某事感到憤怒)。"",""entries"":[{""sentence"":""The teacher was <target>furious</target> <pattern>with</pattern> the students after discovering that they had cheated on the final exam together."",""translation"":""老師在發現學生們一起在期末考作弊後，感到極其憤怒。"",""explanation"":""形容詞「極其憤怒的」。常用搭配 be furious with someone。""},{""sentence"":""My parents were <target>furious</target> <pattern>at</pattern> the loud noise from the neighbors' party, which kept them awake until midnight."",""translation"":""我的父母對鄰居派對發出的巨大噪音感到極其憤怒，這讓他們直到午夜都無法入睡。"",""explanation"":""形容詞「極其憤怒的」。常用搭配 be furious at something。""}],""related_forms"":[""furiously""]}"	none		0
furnish	furnish v.	"{""headword"":""furnish"",""explanation"":""動詞「布置、提供」。指為房間或房屋提供家具，或提供必要的資訊、證據等。常用搭配：furnish a room (布置房間), furnish evidence (提供證據)。"",""entries"":[{""sentence"":""The new apartment was completely <target>furnished</target> with modern furniture, so the students didn't need to buy any new tables or chairs."",""translation"":""這間新公寓完全配備了現代家具，所以學生們不需要購買任何新桌子或椅子。"",""explanation"":""動詞「布置、提供」。這裡使用被動語態 furnished，指提供家具。""},{""sentence"":""The lawyer asked the witness to <target>furnish</target> <pattern>more</pattern> <pattern>details</pattern> about the accident to help the police solve the case."",""translation"":""律師要求證人提供更多關於事故的細節，以幫助警方解決案件。"",""explanation"":""動詞「提供」。指提供資訊或證據。""}],""related_forms"":[""furniture"",""furnishing""]}"	none		0
furthermore	furthermore adv.	"{""headword"":""furthermore"",""explanation"":""副詞「此外，而且」。用於在論述中增加額外的資訊，通常在句子開頭，後面接逗號。與 moreover, in addition 意思相近，但更具正式感。"",""entries"":[{""sentence"":""The new library provides a quiet space for studying; <target>furthermore</target>, it offers free online databases for all students to use."",""translation"":""新圖書館提供了一個安靜的學習空間；此外，它還為所有學生提供免費的在線資料庫供使用。"",""explanation"":""副詞「此外」。用於增加額外資訊。""},{""sentence"":""Regular exercise improves physical health; <target>furthermore</target>, it is known to reduce stress and improve mental well-being for many people."",""translation"":""定期運動能改善身體健康；此外，據知它可以減輕壓力和提高許多人的心理健康。"",""explanation"":""副詞「此外」。用於論述中遞進。""}],""related_forms"":[]}"	none		0
gallery	gallery n.	"{""headword"":""gallery"",""explanation"":""名詞「美術館、畫廊」。指展示藝術品的地方。在現代語境中，也可指「觀眾席」或「手機的相冊」。"",""entries"":[{""sentence"":""During the school trip, the students visited a famous <target>gallery</target> to admire the oil paintings of the Great Masters."",""translation"":""在校外教學期間，學生們參觀了一家著名的美術館，以欣賞大師們的油畫。"",""explanation"":""名詞「美術館」。指展示藝術品之處。""},{""sentence"":""She spent hours browsing through the <target>gallery</target> on her phone to find the perfect photo for her social media post."",""translation"":""她花了好幾個小時瀏覽手機裡的相冊，想為她的社交媒體貼文找到最完美的照片。"",""explanation"":""名詞「相冊」。指手機中存放照片的區域。""}],""related_forms"":[""galleries""]}"	none		0
gaze	gaze n./v.	"{""headword"":""gaze"",""explanation"":""動詞或名詞「凝視」。指長時間地、專注地看。常搭配 gaze at (凝視...)。注意與 look, stare 的區別：gaze 較多帶有欽佩、思考或夢幻的感覺；stare 通常指驚訝或不禮貌地盯著看。"",""entries"":[{""sentence"":""The young artist spent hours <target>gazing</target> <pattern>at</pattern> the landscape, trying to capture the perfect light in her painting."",""translation"":""這位年輕的藝術家花了好幾個小時凝視著風景，試圖在她的畫中捕捉到完美的光線。"",""explanation"":""動詞「凝視」。常用搭配 gaze at。""},{""sentence"":""He stood in silence, his <target>gaze</target> <pattern>fixed</pattern> <pattern>on</pattern> the old photograph of his grandparents, remembering the happy times they shared."",""translation"":""他靜靜地站著，目光固定在祖父母的老照片上，回憶著他們共同度過的快樂時間。"",""explanation"":""名詞「凝視、目光」。常用搭配 gaze fixed on。""}],""related_forms"":[]}"	none		0
gear	gear n./v.	"{""headword"":""gear"",""explanation"":""名詞「裝備、齒輪、檔位」；動詞「調整」。名詞時，gear 常指特定活動所需的器材。動詞時，常用於片語 gear up for (為...做好準備)。"",""entries"":[{""sentence"":""Before heading to the mountains for the hiking trip, make sure you have all the necessary camping <target>gear</target> in your backpack."",""translation"":""在前往山區徒步旅行之前，請確保你的背包裡有所有必要的露營裝備。"",""explanation"":""名詞「裝備」。指特定活動所需的器材。""},{""sentence"":""The school is <target>gearing</target> <pattern>up</pattern> <pattern>for</pattern> the annual sports meet, and students are practicing their events every afternoon."",""translation"":""學校正為年度運動會做準備，學生們每天下午都在練習他們的項目。"",""explanation"":""動詞片語 gear up for 表示「為...做好準備」。""},{""sentence"":""The driver shifted the car into a lower <target>gear</target> to climb the steep hill more easily."",""translation"":""駕駛將汽車換到低檔位，以便更容易地攀爬陡峭的山丘。"",""explanation"":""名詞「檔位」。指機械上的齒輪或檔位。""}],""related_forms"":[""gears""]}"	none		0
gender	gender n.	"{""headword"":""gender"",""explanation"":""名詞「性別」。在現代語言學和社會學中，gender 區分了生物學上的 sex (生理性別) 與社會文化定義的 gender (社會性別)。"",""entries"":[{""sentence"":""The university is promoting programs that ensure equal opportunities for all students, regardless of their <target>gender</target> or background."",""translation"":""大學正在推廣確保所有學生無論性別或背景都能獲得平等機會的計畫。"",""explanation"":""名詞「性別」。指社會或文化定義的性別。""},{""sentence"":""In the sociology class, students discussed how <target>gender</target> <pattern>roles</pattern> have changed over the last few decades in different cultures."",""translation"":""在社會學課上，學生討論了在不同文化中，性別角色在過去幾十年中是如何改變的。"",""explanation"":""名詞「性別」。常用搭配 gender roles (性別角色)。""}],""related_forms"":[]}"	none		0
gene	gene n.	"{""headword"":""gene"",""explanation"":""名詞「基因」。生物學術語，指遺傳的基本單位。常用搭配：gene therapy (基因治療), genetic information (遺傳資訊)。"",""entries"":[{""sentence"":""Scientists have discovered a specific <target>gene</target> that makes some people more likely to develop certain health conditions."",""translation"":""科學家發現了一個特定的基因，使得某些人更容易患上某些健康狀況。"",""explanation"":""名詞「基因」。指遺傳的單位。""},{""sentence"":""The researchers are studying how a <target>gene</target> can be <target>mutated</target> by environmental factors, affecting the physical traits of organisms."",""translation"":""研究人員正在研究環境因素如何導致基因突變，進而影響生物的身體特徵。"",""explanation"":""名詞「基因」。這裡提到基因突變 (mutation)。""}],""related_forms"":[""genetic"",""genetics""]}"	none		0
generation	generation n.	"{""headword"":""generation"",""explanation"":""名詞「一代人、世代」。指大約同一時間出生的人。常用搭配：the older generation (年長的一代), the younger generation (年輕的一代), generation gap (世代差距)。"",""entries"":[{""sentence"":""There is often a significant <target>generation</target> <pattern>gap</pattern> between parents and children, leading to misunderstandings about music and fashion."",""translation"":""父母與孩子之間經常存在顯著的世代差距，導致對音樂和時尚的誤解。"",""explanation"":""名詞「世代」。常用搭配 generation gap (世代差距)。""},{""sentence"":""The <target>generation</target> of new ideas is essential for the growth of a company, as it allows them to stay competitive in the market."",""translation"":""新想法的產生（生成）是公司成長的關鍵，因為這讓他們能在市場中保持競爭力。"",""explanation"":""名詞「產生、生成」。指某事物的產生過程。""},{""sentence"":""The <target>younger</target> <target>generation</target> is generally more comfortable with technology and digital tools than their grandparents."",""translation"":""年輕一代通常比他們的祖父母更擅長使用科技和數位工具。"",""explanation"":""名詞「一代人」。指同一時間出生的人。""}],""related_forms"":[""generate"",""generator""]}"	none		0
generosity	generosity n.	"{""headword"":""generosity"",""explanation"":""名詞「慷慨、大方」。指樂於分享或給予他人金錢、時間或幫助的品質。形容詞為 generous。"",""entries"":[{""sentence"":""Thanks to the <target>generosity</target> <pattern>of</pattern> the local business owners, the school was able to buy new computers for the computer lab."",""translation"":""由於當地企業主的慷慨，學校得以為電腦教室購買新電腦。"",""explanation"":""名詞「慷慨」。常用搭配 generosity of someone。""},{""sentence"":""The teacher praised the student's <target>generosity</target> for sharing his notes and helping his classmates study for the final exam."",""translation"":""老師稱讚該名學生慷慨地分享他的筆記並幫助同學複習期末考。"",""explanation"":""名詞「慷慨」。指樂於幫助他人。""}],""related_forms"":[""generous""]}"	none		0
genius	genius n.	"{""headword"":""genius"",""explanation"":""名詞「天才」。指具有卓越才華或極高智力的人。常用於描述在藝術、科學或音樂方面有天賦的人。"",""entries"":[{""sentence"":""The young pianist was hailed as a musical <target>genius</target> after performing a complex concerto with perfect precision and emotion."",""translation"":""這名年輕的鋼琴家在完美且富有情感地演奏了一首複雜的協奏曲後，被譽為音樂天才。"",""explanation"":""名詞「天才」。指在特定領域擁有極高天賦的人。""},{""sentence"":""Many people believe that Albert Einstein was a <target>genius</target> whose theories fundamentally changed our understanding of the universe."",""translation"":""許多人認為艾爾伯特·愛因斯坦是一位天才，他的理論從根本上改變了我們對宇宙的理解。"",""explanation"":""名詞「天才」。描述極高的智力水平。""}],""related_forms"":[""geniuses""]}"	none		0
genuine	genuine adj.	"{""headword"":""genuine"",""explanation"":""形容詞「真實的；真誠的」。指事物非偽造且為真品，或人的情感與態度誠實且不造作。注意與 fake, artificial 相對。"",""entries"":[{""sentence"":""The art collector hired an expert to verify if the painting was a <target>genuine</target> masterpiece or a clever imitation."",""translation"":""藝術收藏家聘請了一位專家來驗證這幅畫是真正的傑作還是巧妙的模仿品。"",""explanation"":""形容詞「真實的」。指非偽造的真品。""},{""sentence"":""She showed <target>genuine</target> <pattern>concern</pattern> for her classmates' wellbeing by offering help during the final exam period."",""translation"":""她在期末考期間提供幫助，對同學的福祉表現出真誠的關心。"",""explanation"":""形容詞「真誠的」。常用搭配：genuine concern (真誠的關心), genuine interest (真誠的興趣)。""}],""related_forms"":[""genuinely""]}"	none		0
germ	germ n.	"{""headword"":""germ"",""explanation"":""名詞「細菌；病菌」。指引起疾病的微小生物。常用於健康、衛生與醫療主題。"",""entries"":[{""sentence"":""Teachers always remind students to wash their hands with soap before meals to prevent the spread of <target>germs</target> in the school."",""translation"":""老師總是提醒學生在餐前用肥皂洗手，以防止學校內病菌的傳播。"",""explanation"":""名詞「細菌」。常用複數形式 germs。""},{""sentence"":""Using a hand sanitizer can help kill <target>germs</target> on your skin, especially when you cannot find a sink nearby."",""translation"":""使用酒精洗手液可以幫助殺死皮膚上的病菌，尤其是在附近找不到洗手台時。"",""explanation"":""名詞「細菌」。""}],""related_forms"":[""germs""]}"	none		0
gifted	gifted adj.	"{""headword"":""gifted"",""explanation"":""形容詞「有天賦的」。指在某些方面具有天然能力的人，尤其是兒童或學生。常用搭配 gifted child, gifted student。"",""entries"":[{""sentence"":""The school provides special advanced classes for <target>gifted</target> <pattern>students</pattern> who can master difficult concepts much faster than their peers."",""translation"":""學校為那些能比同儕快得多地掌握困難概念的天賦學生提供特殊的進階課程。"",""explanation"":""形容詞「有天賦的」。常用搭配：gifted students (天賦學生)。""},{""sentence"":""Although she was <target>gifted</target> in mathematics, she realized that hard work and discipline were still necessary to achieve success."",""translation"":""儘管她在數學方面很有天賦，但她意識到努力工作和紀律對於取得成功仍然是必要的。"",""explanation"":""形容詞「有天賦的」。常用於描述特定技能的天賦。""}],""related_forms"":[]}"	none		0
gigantic	gigantic adj.	"{""headword"":""gigantic"",""explanation"":""形容詞「巨大的」。指尺寸或規模極大。同義詞包括 huge, enormous, massive。常用於描述建築物、自然景觀或問題。"",""entries"":[{""sentence"":""The tourists were amazed by the <target>gigantic</target> <pattern>statue</pattern> located in the center of the city, which towered over the surrounding buildings."",""translation"":""遊客們對位於市中心的巨大雕像感到驚訝，它高聳在周圍的建築物之上。"",""explanation"":""形容詞「巨大的」。常用於描述體積巨大的實體。""},{""sentence"":""Building the new bridge required a <target>gigantic</target> <pattern>effort</pattern> from the government and thousands of skilled workers over several years."",""translation"":""建造這座新橋需要政府和數千名熟練工人花費數年時間付出巨大的努力。"",""explanation"":""形容詞「巨大的」。可用於描述抽象的程度，如巨大努力。""}],""related_forms"":[""giganticly""]}"	none		0
giggle	giggle n./v.	"{""headword"":""giggle"",""explanation"":""名詞「咯咯笑」；動詞「咯咯笑」。指因為緊張、尷尬或覺得好笑而發出的短促、高頻率的笑聲。"",""entries"":[{""sentence"":""The students could not stop <target>giggling</target> when they saw their teacher accidentally wear two different colored socks to class."",""translation"":""當學生們看到老師不小心穿著兩隻不同顏色的襪子來上課時，他們忍不住咯咯笑。"",""explanation"":""動詞「咯咯笑」。描述一種不耐煩或輕率的笑法。""},{""sentence"":""A soft <target>giggle</target> <pattern>escaped</pattern> from the back of the classroom, making the teacher stop and look around for the cause."",""translation"":""教室後方傳來一聲輕微的咯咯笑聲，使老師停下來環顧四周尋找原因。"",""explanation"":""名詞「咯咯笑聲」。常用搭配：a giggle escaped (咯咯笑聲逸出)。""}],""related_forms"":[""giggles"",""giggling""]}"	none		0
ginger	ginger n.	"{""headword"":""ginger"",""explanation"":""名詞「生薑」。一種常用於烹飪和藥用（如緩解噁心）的植物根莖。"",""entries"":[{""sentence"":""My grandmother often adds a small piece of <target>ginger</target> to the tea to help soothe her stomach and reduce nausea."",""translation"":""我奶奶經常在茶中加入一小塊生薑，以幫助舒緩她的胃部並減輕噁心感。"",""explanation"":""名詞「生薑」。常用於飲食與健康語境。""},{""sentence"":""Fresh <target>ginger</target> is a key ingredient in many Asian dishes, providing a sharp and warm flavor that complements the meat."",""translation"":""新鮮生薑是許多亞洲菜餚中的關鍵成分，提供了一種辛辣且溫暖的味道，能與肉類相輔相成。"",""explanation"":""名詞「生薑」。""}],""related_forms"":[]}"	none		0
glimpse	glimpse n./v.	"{""headword"":""glimpse"",""explanation"":""名詞「一瞥」；動詞「瞥見」。指短暫地看到某物或某人。常用片語 catch a glimpse of (瞥見)。"",""entries"":[{""sentence"":""As the train departed, I managed to <target>catch</target> a <target>glimpse</target> <pattern>of</pattern> my friend waving goodbye from the platform."",""translation"":""當火車開走時，我設法瞥見了我的朋友在月台上揮手告別。"",""explanation"":""名詞「一瞥」。常用片語 catch a glimpse of (瞥見)。""},{""sentence"":""The documentary provides a fascinating <target>glimpse</target> <pattern>into</pattern> the daily lives of people living in remote mountain villages."",""translation"":""這部紀錄片提供了一個迷人的機會，讓人得以一窺偏遠山村居民的日常生活。"",""explanation"":""名詞「一瞥」。常用搭配 glimpse into (一窺...的內部情況)。""},{""sentence"":""He <target>glimpsed</target> the missing keys on the table as he hurried out of the house, but he did not notice them until later."",""translation"":""他匆忙走出家門時瞥見了桌上的失蹤鑰匙，但他直到後來才注意到。"",""explanation"":""動詞「瞥見」。指短暫地看到。""}],""related_forms"":[""glimpsed"",""glimpsing""]}"	none		0
globe	globe n.	"{""headword"":""globe"",""explanation"":""名詞「地球；球體」。常用於指代全球範圍，如 the entire globe (整個地球) 或 across the globe (在全球範圍內)。注意與 world 的區別：globe 強調地球的球形或地理上的全球性。"",""entries"":[{""sentence"":""With the help of the internet, students can now communicate with peers <target>across</target> the <target>globe</target> in real time."",""translation"":""在網路的幫助下，學生現在可以即時地與全球各地的同儕交流。"",""explanation"":""名詞「地球」。常用搭配 across the globe (在全球)。""},{""sentence"":""The geography teacher used a large <target>globe</target> in the classroom to show the students the exact locations of different continents."",""translation"":""地理老師在教室中使用一個大型地球儀，向學生展示不同大洲的準確位置。"",""explanation"":""名詞「地球儀」。""}],""related_forms"":[""global"",""globalization""]}"	none		0
glorious	glorious adj.	"{""headword"":""glorious"",""explanation"":""形容詞「光榮的；燦爛的」。可用於描述成就、歷史或天氣（如 a glorious day）。"",""entries"":[{""sentence"":""The athlete felt a <target>glorious</target> <pattern>sense</pattern> of achievement after winning the gold medal in the international competition."",""translation"":""這名運動員在國際比賽中贏得金牌後，感受到一種光榮的成就感。"",""explanation"":""形容詞「光榮的」。常用搭配：glorious sense of achievement (光榮的成就感)。""},{""sentence"":""We spent a <target>glorious</target> <pattern>day</pattern> at the beach, enjoying the bright sunshine and the clear blue sky."",""translation"":""我們在海邊度過了一個燦爛的一天，享受著明亮的陽光和晴朗的藍天。"",""explanation"":""形容詞「燦爛的」。常用於描述極佳的天氣。""}],""related_forms"":[""glory"",""gloriously""]}"	none		0
